APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
LAINEY-T1051-XL,Desert Circle Photo T-Shirt,T-Shirt,U,XL,7,10%,0,$45.00,$315.00,10%
LAINEY-T1051-XXL,Desert Circle Photo T-Shirt,T-Shirt,U,2XL,12,16%,0,$45.00,$540.00,16%
LAINEY-T1051-3XL,Desert Circle Photo T-Shirt,T-Shirt,U,3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,Desert Circle Photo T-Shirt,T-Shirt,U,"",73,7%,0,$45.00,"$3,285.00",9%

LAINEY-T1052-S,Spotlight Photo T-Shirt,T-Shirt,U,S,0,0%,0,$0.00,$0.00,0%
LAINEY-T1052-M,Spotlight Photo T-Shirt,T-Shirt,U,M,0,0%,0,$0.00,$0.00,0%
LAINEY-T1052-L,Spotlight Photo T-Shirt,T-Shirt,U,L,0,0%,0,$0.00,$0.00,0%
LAINEY-T1052-XL,Spotlight Photo T-Shirt,T-Shirt,U,XL,0,0%,0,$0.00,$0.00,0%
LAINEY-T1052-XXL,Spotlight Photo T-Shirt,T-Shirt,U,2XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,Spotlight Photo T-Shirt,T-Shirt,U,"",0,0%,0,$0.00,$0.00,0%

LAINEY-T1010-S,Youth Flowers Tee,T-Shirt,U,YS,18,43%,0,$35.00,$630.00,43%
LAINEY-T1010-M,Youth Flowers Tee,T-Shirt,U,YM,9,21%,0,$35.00,$315.00,21%
LAINEY-T1010-L,Youth Flowers Tee,T-Shirt,U,YL,15,36%,1,$35.00,$525.00,36%
SUBTOTAL,Youth Flowers Tee,T-Shirt,U,"",42,4%,1,$35.00,"$1,470.00",4%

LAINEY-ACC1042,Logo Rope Trucker Hat,Hat,"",One-Size,27,100%,1,$35.00,$945.00,100%
SUBTOTAL,Logo Rope Trucker Hat,Hat,"","",27,3%,1,$35.00,$945.00,3%

LAINEY-T1050-S,Black Overlay Photo T-Shirt,T-Shirt,U,S,31,25%,0,$45.00,"$1,395.00",25%
LAINEY-T1050-M,Black Overlay Photo T-Shirt,T-Shirt,U,M,22,18%,0,$45.00,$990.00,18%
LAINEY-T1050-L,Black Overlay Photo T-Shirt,T-Shirt,U,L,26,21%,0,$45.00,"$1,170.00",21%
LAINEY-T1050-XL,Black Overlay Photo T-Shirt,T-Shirt,U,XL,21,17%,0,$45.00,$945.00,17%
LAINEY-T1050-XXL,Black Overlay Photo T-Shirt,T-Shirt,U,2XL,24,19%,0,$45.00,"$1,080.00",19%
SUBTOTAL,Black Overlay Photo T-Shirt,T-Shirt,U,"",124,12%,0,$45.00,"$5,580.00",15%

LAINEY-HOOD1005-S,Country's Cool Again Hoodie,Pullover Hoodie,U,S,6,13%,0,$75.00,$450.00,13%
LAINEY-HOOD1005-M,Country's Cool Again Hoodie,Pullover Hoodie,U,M,11,24%,1,$75.00,$825.00,24%
LAINEY-HOOD1005-L,Country's Cool Again Hoodie,Pullover Hoodie,U,L,9,20%,1,$75.00,$675.00,20%
LAINEY-HOOD1005-XL,Country's Cool Again Hoodie,Pullover Hoodie,U,XL,12,26%,0,$75.00,$900.00,26%
LAINEY-HOOD1005-XXL,Country's Cool Again Hoodie,Pullover Hoodie,U,2XL,8,17%,0,$75.00,$600.00,17%
SUBTOTAL,Country's Cool Again Hoodie,Pullover Hoodie,U,"",46,4%,2,$75.00,"$3,450.00",9%

"",Lucky Me Fashion Hat,Hat,"",One-Size,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,Lucky Me Fashion Hat,Hat,"","",0,0%,0,$0.00,$0.00,0%

LAINEY-T1005-XS,Peach Tee,T-Shirt,"",XS,12,8%,0,$45.00,$540.00,8%
LAINEY-T1005-S,Peach Tee,T-Shirt,"",S,29,20%,0,$45.00,"$1,305.00",20%
LAINEY-T1005-M,Peach Tee,T-Shirt,"",M,35,24%,0,$45.00,"$1,575.00",24%
LAINEY-T1005-L,Peach Tee,T-Shirt,"",L,38,26%,0,$45.00,"$1,710.00",26%
LAINEY-T1005-XL,Peach Tee,T-Shirt,"",XL,30,21%,0,$45.00,"$1,350.00",21%
LAINEY-T1005-XXL,Peach Tee,T-Shirt,"",2XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,Peach Tee,T-Shirt,"","",144,14%,0,$45.00,"$6,480.00",17%

"",Rodeo Girl T-Shirt ,T-Shirt,"",XS,0,0%,0,$0.00,$0.00,0%
LAINEY-T1022-S,Rodeo Girl T-Shirt ,T-Shirt,"",S,0,0%,0,$0.00,$0.00,0%
LAINEY-T1022-M,Rodeo Girl T-Shirt ,T-Shirt,"",M,85,59%,0,$45.00,"$3,825.00",59%
LAINEY-T1022-L,Rodeo Girl T-Shirt ,T-Shirt,"",L,0,0%,0,$0.00,$0.00,0%
LAINEY-T1022-XL,Rodeo Girl T-Shirt ,T-Shirt,"",XL,47,32%,0,$45.00,"$2,115.00",32%
LAINEY-T1022-XXL,Rodeo Girl T-Shirt ,T-Shirt,"",2XL,13,9%,0,$45.00,$585.00,9%
LAINEY-T1022-3XL,Rodeo Girl T-Shirt ,T-Shirt,"",3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,Rodeo Girl T-Shirt ,T-Shirt,"","",145,14%,0,$45.00,"$6,525.00",18%

"",Wildflower shirt ,T-Shirt,"",3XL,0,0%,0,$0.00,$0.00,0%
"",Wildflower shirt ,T-Shirt,"",L/XL,0,0%,0,$0.00,$0.00,0%
LAINEY-T1029-OS,Wildflower shirt ,T-Shirt,"",One-Size,68,100%,0,$45.00,"$3,060.00",100%
SUBTOTAL,Wildflower shirt ,T-Shirt,"","",68,6%,0,$45.00,"$3,060.00",8%

LAINEY-TOUR-ACC1006,White Poncho,Poncho,"",One-Size,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,White Poncho,Poncho,"","",0,0%,0,$0.00,$0.00,0%

TOTAL APPAREL,"","","","",758,71%,6,"","$34,800.00",94%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
LAINEY-ACC1023,Born Tough Hat,Hat - Other,"",,26,2%,0,$35.00,$910.00,2%
LAINEY-TOUR-ACC1003,BROWN ROPE FRAME KOOZIE '24,Koozie,"",,93,9%,1,$5.00,$465.00,1%
LAINEY-TOUR-ACC1004,KHAKI HORSES KOOZIE,Koozie,"",,74,7%,0,$5.00,$370.00,1%
LAINEY-ACC1012, Khaki Bell Bottom Country Trucker,Hat - Other,"",,0,0%,0,$0.00,$0.00,0%
LAINEY-ACC1043,Country's Cool Again Logo Hat,Hat - Other,U,,0,0%,0,$0.00,$0.00,0%
LAINEY-TOUR-ACC1001,DUSTY BLUE HIGHWAY KOOZIE,Koozie,U,,113,11%,0,$5.00,$565.00,2%
LAINEY-ACC1040,Country's Cool Again Tour Poster,Poster,"",,0,0%,0,$0.00,$0.00,0%
"",Signed Guitar 24',Accessories,"",,0,0%,0,$0.00,$0.00,0%

TOTAL OTHER,"","","","",306,29%,1,"","$2,310.00",6%


MUSIC
UPC,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
LAINEY-VINYL1003,Bell Bottom Country Vinyl,Vinyl,"",,0,0%,0,$0.00,$0.00,0%

TOTAL MUSIC,"","","","",0,0%,0,"",$0.00,0%

GRAND TOTAL,"","","","",1064,"",7,"","$37,110.00"
