APPAREL
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
LAINEY-T1036-XXL,*DONATE*Gold Lainey fucking Wilson ,T-Shirt,M,2XL,16,13%,0,$20.00,$320.00,13%
SUBTOTAL,*DONATE*Gold Lainey fucking Wilson ,T-Shirt,M,"",122,4%,0,$20.00,"$2,440.00",3%

"", Heart Like a Truck Natural Tee ,T-Shirt,U,XS,0,0%,0,$0.00,$0.00,0%
LAINEY-T1014-S, Heart Like a Truck Natural Tee ,T-Shirt,U,S,52,27%,0,$20.00,"$1,040.00",27%
LAINEY-T1014-M, Heart Like a Truck Natural Tee ,T-Shirt,U,M,48,25%,0,$20.00,$960.00,25%
LAINEY-T1014-L, Heart Like a Truck Natural Tee ,T-Shirt,U,L,42,22%,0,$20.00,$840.00,22%
LAINEY-T1014-XL, Heart Like a Truck Natural Tee ,T-Shirt,U,XL,32,17%,0,$20.00,$640.00,17%
LAINEY-T1014-XXL, Heart Like a Truck Natural Tee ,T-Shirt,U,2XL,18,9%,0,$20.00,$360.00,9%
SUBTOTAL, Heart Like a Truck Natural Tee ,T-Shirt,U,"",192,7%,0,$20.00,"$3,840.00",4%

"",Lucky Me Fashion Hat,Hat,"",One-Size,15,100%,0,$300.00,"$4,500.00",100%
SUBTOTAL,Lucky Me Fashion Hat,Hat,"","",15,1%,0,$300.00,"$4,500.00",5%

"",Rodeo Girl T-Shirt ,T-Shirt,"",XS,0,0%,0,$0.00,$0.00,0%
LAINEY-T1022-S,Rodeo Girl T-Shirt ,T-Shirt,"",S,0,0%,0,$0.00,$0.00,0%
LAINEY-T1022-M,Rodeo Girl T-Shirt ,T-Shirt,"",M,8,80%,0,$20.00,$160.00,80%
LAINEY-T1022-L,Rodeo Girl T-Shirt ,T-Shirt,"",L,0,0%,0,$0.00,$0.00,0%
LAINEY-T1022-XL,Rodeo Girl T-Shirt ,T-Shirt,"",XL,2,20%,0,$20.00,$40.00,20%
LAINEY-T1022-XXL,Rodeo Girl T-Shirt ,T-Shirt,"",2XL,0,0%,0,$0.00,$0.00,0%
LAINEY-T1022-3XL,Rodeo Girl T-Shirt ,T-Shirt,"",3XL,0,0%,0,$0.00,$0.00,0%
SUBTOTAL,Rodeo Girl T-Shirt ,T-Shirt,"","",10,0%,0,$20.00,$200.00,0%

LAINEY-T1009-XS,*DONATE*Redneck Hollywood,T-Shirt,"",XS,1,5%,0,$20.00,$20.00,5%
LAINEY-T1009-S,*DONATE*Redneck Hollywood,T-Shirt,"",S,9,47%,0,$20.00,$180.00,47%
LAINEY-T1009-M,*DONATE*Redneck Hollywood,T-Shirt,"",M,5,26%,0,$20.00,$100.00,26%
LAINEY-T1009-L,*DONATE*Redneck Hollywood,T-Shirt,"",L,1,5%,0,$20.00,$20.00,5%
LAINEY-T1009-XL,*DONATE*Redneck Hollywood,T-Shirt,"",XL,2,11%,0,$20.00,$40.00,11%
LAINEY-T1009-XXL,*DONATE*Redneck Hollywood,T-Shirt,"",2XL,1,5%,0,$20.00,$20.00,5%
SUBTOTAL,*DONATE*Redneck Hollywood,T-Shirt,"","",19,1%,0,$20.00,$380.00,0%

LAINEY-T1026-S, Black Red Rocks T-Shirt  ,T-Shirt,"",S,26,26%,0,$20.00,$520.00,26%
LAINEY-T1026-M, Black Red Rocks T-Shirt  ,T-Shirt,"",M,34,34%,0,$20.00,$680.00,34%
LAINEY-T1026-L, Black Red Rocks T-Shirt  ,T-Shirt,"",L,15,15%,0,$20.00,$300.00,15%
LAINEY-T1026-XL, Black Red Rocks T-Shirt  ,T-Shirt,"",XL,17,17%,0,$20.00,$340.00,17%
LAINEY-T1026-XXL, Black Red Rocks T-Shirt  ,T-Shirt,"",2XL,7,7%,0,$20.00,$140.00,7%
LAINEY-T1026-XXXL, Black Red Rocks T-Shirt  ,T-Shirt,"",3XL,1,1%,0,$20.00,$20.00,1%
SUBTOTAL, Black Red Rocks T-Shirt  ,T-Shirt,"","",100,4%,0,$20.00,"$2,000.00",2%

LAINEY-CREW1001-L,Bell Bottom Country Sweatshirt,Sweatshirt,"",L,6,55%,0,$40.00,$240.00,55%
LAINEY-CREW1001-XL,Bell Bottom Country Sweatshirt,Sweatshirt,"",XL,5,45%,0,$40.00,$200.00,45%
SUBTOTAL,Bell Bottom Country Sweatshirt,Sweatshirt,"","",11,0%,0,$40.00,$440.00,0%

LAINEY-T1027-S,Red Rocks Tie Dye T-Shirt,T-Shirt,"",S,15,9%,0,$20.00,$300.00,9%
LAINEY-T1027-M,Red Rocks Tie Dye T-Shirt,T-Shirt,"",M,52,31%,0,$20.00,"$1,040.00",31%
LAINEY-T1027-L,Red Rocks Tie Dye T-Shirt,T-Shirt,"",L,11,7%,0,$20.00,$220.00,7%
LAINEY-T1027-XL,Red Rocks Tie Dye T-Shirt,T-Shirt,"",XL,46,28%,0,$20.00,$920.00,28%
LAINEY-T1027-XXL,Red Rocks Tie Dye T-Shirt,T-Shirt,"",2XL,43,26%,0,$20.00,$860.00,26%
SUBTOTAL,Red Rocks Tie Dye T-Shirt,T-Shirt,"","",167,6%,0,$20.00,"$3,340.00",4%

LAINEY-HOOD1003-S,*DONATE* Brown Hoodie,Sweatshirt,U,S,0,0%,0,$0.00,$0.00,0%
LAINEY-HOOD1003-M,*DONATE* Brown Hoodie,Sweatshirt,U,M,8,6%,0,$75.00,$600.00,6%
LAINEY-HOOD1003-L,*DONATE* Brown Hoodie,Sweatshirt,U,L,0,0%,0,$0.00,$0.00,0%
LAINEY-HOOD1003-XL,*DONATE* Brown Hoodie,Sweatshirt,U,XL,0,0%,0,$0.00,$0.00,0%
LAINEY-HOOD1003-XXL,*DONATE* Brown Hoodie,Sweatshirt,U,2XL,127,94%,0,$75.00,"$9,525.00",94%
SUBTOTAL,*DONATE* Brown Hoodie,Sweatshirt,U,"",135,5%,0,$75.00,"$10,125.00",11%

"",Heart Like a truck Tee,T-Shirt,"",S,19,13%,0,$20.00,$380.00,13%
"",Heart Like a truck Tee,T-Shirt,"",M,71,47%,0,$20.00,"$1,420.00",47%
"",Heart Like a truck Tee,T-Shirt,"",L,21,14%,0,$20.00,$420.00,14%
"",Heart Like a truck Tee,T-Shirt,"",XL,22,15%,0,$20.00,$440.00,15%
"",Heart Like a truck Tee,T-Shirt,"",2XL,12,8%,0,$20.00,$240.00,8%
"",Heart Like a truck Tee,T-Shirt,"",3XL,6,4%,0,$20.00,$120.00,4%
SUBTOTAL,Heart Like a truck Tee,T-Shirt,"","",151,5%,0,$20.00,"$3,020.00",3%

LAINEY-T1038-S,NFR Brown T-Shirt,T-Shirt,"",S,7,10%,0,$20.00,$140.00,10%
LAINEY-T1038-M,NFR Brown T-Shirt,T-Shirt,"",M,36,54%,0,$20.00,$720.00,54%
LAINEY-T1038-L,NFR Brown T-Shirt,T-Shirt,"",L,6,9%,0,$20.00,$120.00,9%
LAINEY-T1038-XL,NFR Brown T-Shirt,T-Shirt,"",XL,2,3%,0,$20.00,$40.00,3%
LAINEY-T1038-XXL,NFR Brown T-Shirt,T-Shirt,"",2XL,8,12%,0,$20.00,$160.00,12%
LAINEY-T1038-3XL,NFR Brown T-Shirt,T-Shirt,"",3XL,8,12%,0,$20.00,$160.00,12%
SUBTOTAL,NFR Brown T-Shirt,T-Shirt,"","",67,2%,0,$20.00,"$1,340.00",1%

LAINEY-T1037-S,*DONATE*Country with a Flare LongSleeve Tee-Cream ,T-Shirt,"",S,1,1%,0,$20.00,$20.00,1%
LAINEY-T1037-M,*DONATE*Country with a Flare LongSleeve Tee-Cream ,T-Shirt,"",M,25,23%,0,$20.00,$500.00,23%
LAINEY-T1037-L,*DONATE*Country with a Flare LongSleeve Tee-Cream ,T-Shirt,"",L,48,44%,0,$20.00,$960.00,44%
LAINEY-T1037-XL,*DONATE*Country with a Flare LongSleeve Tee-Cream ,T-Shirt,"",XL,28,26%,0,$20.00,$560.00,26%
LAINEY-T1037-XXL,*DONATE*Country with a Flare LongSleeve Tee-Cream ,T-Shirt,"",2XL,7,6%,0,$20.00,$140.00,6%
SUBTOTAL,*DONATE*Country with a Flare LongSleeve Tee-Cream ,T-Shirt,"","",109,4%,0,$20.00,"$2,180.00",2%

TOTAL APPAREL,"","","","",2291,81%,1,"","$78,861.50",88%


OTHER
SKU,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
LAINEY-ACC1015,Watermelon Moonshine Can Cooler,Koozie,"",,94,3%,0,$5.00,$470.00,1%
LAINEY-ACC1043,Country's Cool Again Logo Hat,Hat - Other,U,,144,5%,0,$43.90,"$6,321.60",7%
LAINEY-ACC1008,Tan Bell Bottom Country Koozie,Koozie,"",,74,3%,1,$5.00,$370.00,0%
LAINEY-ACC1028,NFR Poster,Poster,"",,48,2%,0,$20.00,$960.00,1%
LAINEY-ACC1039,Red Rocks Poster,Poster,"",,49,2%,0,$20.00,$980.00,1%
LAINEY-ACC1026,NFR Can Cooler,Koozie,"",,91,3%,0,$5.00,$455.00,1%

TOTAL OTHER,"","","","",500,18%,1,"","$9,556.60",11%


MUSIC
UPC,Name,Type,Sex,Size,Sold,Unit % of Total,Comp,Avg. Price,Gross Rev,% of Total
LAINEY-CD1001,Bell bottom country CD signed,CD,"",,52,2%,0,$30.00,"$1,560.00",2%

TOTAL MUSIC,"","","","",52,2%,0,"","$1,560.00",2%

GRAND TOTAL,"","","","",2843,"",2,"","$89,978.10"
